Judul,Tanggal,Kategori,Deskripsi,URL Gambar,URL Link,Bahan,Langkah
"Resep Bolu Kukus Cokelat, Hemat Gas 12 Menit Masak Matang",3-Mei-2024,resep_makanan,"Tidak butuh waktu lama untuk mengukus bolu ini, hanya butuh 12 menit sehingga tidak boros gas.","https://asset.kompas.com/crops/4JYkFCcoFD7B7K3GQik2hZx0Dik=/0x0:698x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/03/6634902eef719.jpg",https://www.kompas.com/food/read/2024/05/03/142601075/resep-bolu-kukus-cokelat-hemat-gas-12-menit-masak-matang,"2 butir telur | 200 gram gula pasir | Seperempat sendok teh garam | Setengah sendok teh emulsifier (SP/TBM) | 250 gram tepung terigu protein sedang | 25 gram cokelat bubuk | Setengah sendok teh baking powder | 225 ml minuman bersoda tawar | 50 dark cooking chocolate, potong-potong, lelehkan | Setengah sendok teh pasta cokelat | Resep Donat Kukus Milo, Camilan Manis, Lembut Tanpa Oven | Artikel Kompas.id","Cairkan dark cooking chocolate dengan cara diletakkan dalam wadah yang direndam air panas. Sisihkan. | Kocok telur bersama gula pasir, garam dan emulsifier 8 menit sampai mengembang. | Masukkan tepung terigu, cokelat bubuk, dan baking powder. Bergantian dengan air soda sambil dikocok perlahan. | Masukkan dark cooking chocolate leleh dan pasta cokelat. Aduk rata. | Kukus di atas api besar 12 menit sampai matang."
"Resep Ayam Suwir Bumbu Ketumbar, Temannya Nasi Putih Hangat",3-Mei-2024,resep_makanan,"Coba pilih resep ayam suwir yang tidak pedas, seperti ayam suwir bumbu ketumbar.","https://asset.kompas.com/crops/aba2pmSw-rJmpiUc-4GVBhOrV_g=/43x19:657x428/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/02/66339fe461b7c.jpg",https://www.kompas.com/food/read/2024/05/03/100600575/resep-ayam-suwir-bumbu-ketumbar-temannya-nasi-putih-hangat,"5 buah paha ayam tanpa tulang | 1 lembar daun salam | 1 batang serai, ambil putihnya, dimemarkan | 6 siung bawang putih, diiris | 400 ml air | 1,5 sendok teh garam | Setengah sendok teh gula pasir | Seperempat sendok teh merica | 700 ml minyak untuk menggoreng | Resep Ayam Kampung Lodho, Kuah Santan Gurih yang Nikmat | Artikel Kompas.id | 4 butir bawang merah | 5 butir kemiri, disangrai | 2 sendok teh ketumbar | 4 cm kunyit, dibakar | 4 cm lengkuas | 4 cm jahe","Campur air, daun salam, serai, bawang putih, dan bumbu halus. Rebus hingga mendidih. | Masukkan ayam, garam, dan merica. Masak diatas api kecil hingga bumbu meresap dan matang. Angkat ayam beserta bawang putih. Suwir- suwir kasar ayam. | Goreng ayam dalam minyak yang sudah dipanaskan hingga agak kering."
"Resep Sup Buntut Kacang Merah, Kuah Bening Gurih untuk Atasi Flu",30-April-2024,resep_makanan,"Dikutip dari Healthline, Selasa (30/4/2024), sup bening dari kaldu sapi ini, bisa membantu meredakan gejela flu karena kandungan gizi dan suhu hangatnya saat dikonsumsi.","https://asset.kompas.com/crops/ZhtSED2sxNK8l-QaA_x47mwjkz4=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/30/663071b7c6325.jpg",https://www.kompas.com/food/read/2024/04/30/133700775/resep-sup-buntut-kacang-merah-kuah-bening-gurih-untuk-atasi-flu,"Resep Miso Sup Rumput Laut, Menu Sehat Tinggi Nutrisi | Artikel Kompas.id | 750 gr buntut sapi | 2 liter kaldu sapi | 300 gr kacang merah | 2 sdm margarin | 2 batang daun bawang | 2 batang seledri | 2 sdt garam | 1/2 sdt merica bubuk | 1 biji pala (haluskan) | 3 biji cengkih | 10 butir bawang merah | 5 siung bawang putih","Rebus buntut yang telah dicuci bersih, tambahkan irisan daun bawang dan seledri. | Tumis bumbu halus dengan margarin hingga harum. Masukkan tumisan bumbu ke dalam panci rebusan bumbu, tambahkan garam. Masukkan merica, pala, dan cengkih. | Sajikan selagi hangat."
"Resep Sup Miso Oyong Hangat, Masak Dadakan Saat Hujan",25-April-2024,resep_makanan,"Misalnya, sup misoa oyong. Kuah bening nan gurih dari sup ini kian nikmat saat dipadukan dengan ayam empuk dan misoa.","https://asset.kompas.com/crops/f7E04BbOgh0ybRNM7q87PHVbdgo=/100x67:900x600/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/25/6629e2ad8caa7.jpg",https://www.kompas.com/food/read/2024/04/25/154800675/resep-sup-miso-oyong-hangat-masak-dadakan-saat-hujan,"Artikel Kompas.id | 3 buah oyong (kupas, iris serong) | 100 gr misoa (rebus hingga matang) | 250 gr ayam filet (rebus, suwir) | 2 sdm minyak goreng | 3 siung bawang putih (memarkan) | 2 cm jahe (memarkan) | 1 liter air | 2 butir telur (kocok lepas) | 1 sdm tepung jagung atau maizena (larutkan dengan sedikit air) | Garam secukupnya | Merica bubuk secukupnya","Panaskan minyak goreng, tumis bawang putih dan jahe hingga harum. Tuang air kaldu, didihkan. | Masukkan garam dan lada bubuk, ayam suwir, didihkan kembali. Masukkan oyong, masak hingga matang. | Kentalkan dengan larutan tepung jagung, aduk rata. Setelah mengental, masukkan telur, kocok perlahan-lahan sambil terus diaduk hingga menyerupai serabut. | Masukkan misoa sesaat sebelum disajikan. Hidangkan hangat."
Resep Selada Bangkok dan Saus Kacang ala Rumahan,24-April-2024,resep_makanan,"Kamu bisa membuat selada bangkok yang dibuat dengan bahan lettuce, apel, nanas, dan mentimun.","https://asset.kompas.com/crops/cEvpo-hDddRtjrB4GNQoXhzmMxQ=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/02/65936c966b601.jpg",https://www.kompas.com/food/read/2024/04/24/210400575/resep-selada-bangkok-dan-saus-kacang-ala-rumahan,"250 gram lettuce (selada), cuci bersih, sobek-sobek | 250 gram apel | 1/2 buah nanas, kupas, potong-potong | 1 buah mentimun, belah dua, buang bijinya, potong-potong | 150 gram kacang tanah, goreng, haluskan | 2 sdm mayones | 1 sdm tepung maizena | 5 sdm susu kental manis | 200 ml air | 3 sdm saus tomat | 2 sdm saus sambal | 1/2 sdt garam | 2 sdm gula pasir | 1/2 sdt cuka | Artikel Kompas.id | Resep Salad Sayur Tabur Biji Wijen, Simpel dan Praktis","saus kacang: campur tepung maizena dengan air. Masak dengan api kecil sambil diaduk-aduk hingga mengental. | Masukkan kacang tanah yang dihaluskan, mayones, saus tomat, saus sambal, garam, gula, dan cuka. Aduk rata dan cicipi rasa. | Siapkan 20 mililiter air, beri 1/2 buah perasan jeruk nipis dan 1/2 sendok teh garam menjadi satu. | Tata lettuce potongan apel, nanas, dan mentimun ke dalam piring saji. | Siramkan saus di atasnya, aduk rata."
"Resep Telur Orak-arik Peda, Lauk Makan Nasi Liwet yang Praktis",18-April-2024,resep_makanan,Telur ini mudah dibuat karena sebenarnya tumisan sederhana. Bumbu yang digunakan juga bumbu iris.,"https://asset.kompas.com/crops/AW1NU1u6ZWN4H9ShEjM7JE8kYBc=/194x165:994x699/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/18/6620d315bd0ce.jpg",https://www.kompas.com/food/read/2024/04/18/160200775/resep-telur-orak-arik-peda-lauk-makan-nasi-liwet-yang-praktis,"5 butir telur ayam | 1 ikan peda, goreng, pisangkan duri, cincang daging | 200 gr jagung muda, iris tipis | Minyam secukupnya untuk menumis | 3 cabai merah besar, buang biji, iris tipis | 3 cabai hijau besar, buang biji, iris tipis | 1 sdm bawang merah, iris | 1 sdm bawang putih, iris | Setengah sdt merica bubu | Setengah sdt garam | Resep Sop Ayam Jagung, Menu Sederhana Sehat dan Bergizi | Artikel Kompas.id","Panaskan minyak, orak-arik telur. Angkat dan sisihkan. | Tumis bawang merah dan bawang putih sampai harum. Masukkan cabai merah, hijau, dan jagung muda. Tumis sampai setengah matang. | Masukkan suwir peda dan telur orak-arik. Bumbui garam dan merica, angkat."
"Resep Ikan Tongkol Saus Sambal Terasi, ala Sarden Kalengan",18-April-2024,resep_makanan,"Kamu bisa coba buat olahan ikan segar dengan saus ala sarden kalengan, misalnya dengan saus sambal terasi. Beda dengan sambal terasi biasa, saus ini agak seperti kuah kental.","https://asset.kompas.com/crops/UMWjvqQKjk8thLVEQ-fXv_CvsAA=/77x93:635x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/18/6620a7634b2cd.jpg",https://www.kompas.com/food/read/2024/04/18/115904875/resep-ikan-tongkol-saus-sambal-terasi-ala-sarden-kalengan,"400 gram ikan tongkol tanpa tulang, dipotong kotak | 1/2 sendok teh garam | 1 sendok teh air jeruk nipis | 4 lembar daun jeruk, buang tulangnya | 1 lembar daun salam | 200 ml air | 1 sendok teh garam | 1/2 sendok teh gula pasir | 2 sendok makan minyak untuk menumis | 750 ml minyak untuk menggoreng | Artikel Kompas.id | 3 siung bawang putih | 6 butir bawang merah | 1 sendok teh terasi, dibakar | 4 buah cabai merah besar | 5 buah cabai merah keriting | 1 buah tomat","Lumuri ikan dengan campuran garam dan air jeruk nipis. Diamkan 15 menit. | Goreng ikan sampai kecokelatan. Angkat dan tiriskan. | Tumis bumbu halus dan daun jeruk dan daun salam sampai harum. | Tambahkan ikan, garam, dan gula pasir. Aduk rata. | Tuang air. Masak sampai bumbu meresap."
"Resep Sup Pangsit Ayam Sederhana, Lengkap Kuah Kaldu Ayam",18-April-2024,resep_makanan,"Kamu tidak butuh banyak bahan membaut sup pangsit, tetapi sebagai catatan jangan isi daging ayam dalam jumlah terlalu banyak ke pangsit.","https://asset.kompas.com/crops/o3xt9BS38Dr1kh7Rlq1--OsCIi4=/57x34:967x640/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/18/6620920ee8975.jpg",https://www.kompas.com/food/read/2024/04/18/102800575/resep-sup-pangsit-ayam-sederhana-lengkap-kuah-kaldu-ayam-,"1 bungkus kulit pangsit | 250 gr daging ayam cincang atau giling | 2 batang daun bawang iris tipis | 4 siung bawang putih, cincang, goreng | Setengah sdt garam | Seperempat sdt merica bubuk | Seperempat sdt kaldu jamur | 2 sdm minyak wijen | Artikel Kompas.id | 2 kerongkongan ayam (bisa diganti tulang atau ceker) | 500 ml air | 1 sdm tongcai (sawi kering) | Garam secukupnya | Merica bubuk sedukupnya | Kaldu jamur secukupnya","Rebus air dengan kerongkongan ayam atau tulang dan ceker. Beri garam, merica, kaldu bubuk. Rebus sampai mendidih, masukkan tongcai. Aduk. | Campur semua bahan pangsit jadi satu kecuali kulitnya. Bentangkan kulit, beri isian sekitar satu sendok teh. gulung, lalu putar tempel kulit dengan sedikit olesan air di satu sisinya. | Panaskan air rebusan untung pangsit di wajan, tunggu sampai mendidih. Cemplungkan pangsit. Masak dengan api sedang sampai pangsit terapung ke atas. Sekitar 2-3 menit. | Sajikan pangsit dengan kuahnya, bisa diberi taburan daun bawang atau bawang goreng."
"Resep Dadar Telur Kepiting, Seperti Makanan di Restoran Michelin Thailand",18-April-2024,resep_makanan,Dadar tekur kepiting ini juga jadi salah satu makanan andalan di sebuah restoran di Thailand yang menerima penghargaan Michelin.,"https://asset.kompas.com/crops/DEpzBKPgt1YYTfG7cSJYhKb64Hg=/100x67:900x600/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/03/15/65f3c7aaa2f0b.jpg",https://www.kompas.com/food/read/2024/04/18/090700375/resep-dadar-telur-kepiting-seperti-makanan-di-restoran-michelin-thailand,"5 butir telur ayam | 100 gr daging kepiting siap pakai | 100 gr kol, iris halus | Minyak secukupnya, untuk menggoreng | 1 sdm bawang putih iris | Setengah sdt merica | 1 sdt garam | 1 buah tomat | 1 sdt bawang putih iris | Setengah sdt garam | 1 sdt gula pasir | 100 ml air","Siapkan baskom atau mangkuk kecil lalu masukkan telur ayam, daging kepiting, kol dan bumbu yang dihaluskan kemudian aduk rata. | Panaskan dua sendok makan minyak di wajan bulat lalu masukkan seperlima bagian adonan telur kepiting lalu goreng hingga kuning kecokelatan. | Agar matang merata bolak-balik lalu angkat dan sisihkan. | Rebus bahan saus dengan 100 ml air kecuali garam dan gula hingga layu kemudian angkat dan tiriskan. | Haluskan bahan bumbu yang sudah direbus dengan chopper lalu tambahkan garam dan gula. | Hidangkan dadar telur kepiting dengan saus tomat yang sudah dibuat. | Dadar telur kepiting siap untuk disantap."
"Resep Pepes Telur Asin Kemangi, Bikin Tambah Nasi",18-April-2024,resep_makanan,"Namun, jika ada riwayat darah tinggi sebaiknya konsumsi dalam batas wajar atau pertimbangkan ganti telur asin dengan telur ayam biasa.","https://asset.kompas.com/crops/rX-sqbo8bL5k9Y-cztthGYdzeD8=/36x273:623x665/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/17/661fc9ff95a3a.jpg",https://www.kompas.com/food/read/2024/04/18/080200675/resep-pepes-telur-asin-kemangi-bikin-tambah-nasi,"6 butir telur asin mentah | 75 ml santan dari 1/4 butir kelapa | 1 ikat daun kemangi, disiangi | 1 buah tomat, diiris tipis | daun pisang untuk membungkus | Artikel Kompas.id | 4 buah cabai merah keriting | 4 butir bawang merah | 2 siung bawang putih | 2 butir kemiri | 1 cm kunyit, dibakar | 1 cm jahe | 1/4 sendok teh garam | 1/2 sendok teh gula pasir",Bentangkan selembar daun pisang. Pecahkan satu butir telur asin. Tuang dua sendok makan campuran santan. Tabur kemangi. Bungkus dan semat dengan lidi. | Kukus di atas api sedang 30 menit sampai matang.
"Resep Nasi Goreng Hijau, Tidak Pedas Cocok untuk Anak",18-April-2024,resep_makanan,"Cara membuat nasi goreng hijau ini mirip dengan nasi goreng lainnya, pastikan agar wajan panas agar ada aroma khas. Selain itu gunakan nasi pera atau nasi yang sudah diinapkan semalam di kulkas.","https://asset.kompas.com/crops/QAUe2l9iOg0_bIJFuCFGC0EGfDA=/0x0:698x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/17/661fc5bb9fbb6.jpeg",https://www.kompas.com/food/read/2024/04/18/071200975/resep-nasi-goreng-hijau-tidak-pedas-cocok-untuk-anak,"3 sdm minyak untuk tumisan | 7 butir bawang merah, iris halus | 5 siung bawang putih, iris halus | 1 sdm udang kering, rendam, haluskan | 2 butir telur, kocok sebentar | 200 gr sawi, iris halus | 50 gr smoked beef, potong-potong | 500 gr nasi putih | Setengah sdt merica bubuk | 1 sdm kecap asin | 1 sdt kaldu bubuk instan rasa daging | Seperempat sdt minyak wijen | Garam secukupnya | Artikel Kompas.id","Panaskan minyak, tumis bawang merah dan bawang putih sampai harum. Masukkan udang kering, aduk. | Masukkan telur kocok, aduk sampai jadi orak-arik telur. Masukkan sawi, smoked beef, dan nasi. | Beri merica bubuk, kecap asin, kaldu bubuk, minyak wijen, dan garam. Aduk rata. Masak sampai matang dan bumbu merata."
"Resep Salad Kentang dengan Dressingnya, Bisa Jadi Pengganti Nasi",17-April-2024,resep_makanan,"Namun demikian, salad kentang juga cocok disantap tanpa lauk apa saja atau disantap langsung. Kamu bisa menambahkan telur rebus sebagai tambahan protein agar gizi lebih seimbang.","https://asset.kompas.com/crops/sg1xvOXECazNn40S8W0ZE5b3t4c=/127x0:927x533/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/17/661fb58e1f3ef.jpg",https://www.kompas.com/food/read/2024/04/17/192700575/resep-salad-kentang-dengan-dressingnya-bisa-jadi-pengganti-nasi-,"600 gr kentang, kupas | Setengah sdt garam | Seperempat sdt merica bubuk | 5 sdm mayones | 4 sdm air lemon | 2 batang daun bawang, iris tipis | 2 butir telur rebus, kulas dan potong bulat stengah cm | 2 lembar daging asap, iris memanjang, tumis | 3 lembar daun lettuce, iris 1 cm | Artikel Kompas.id | 3 sdm minyak jagung | 3 sdm cuka apel | 1 sdt mustard | 1 sdm air lemon | 1 sdm oregano | Setengah sdt agram | Seperempat sdt merica hitam bubuk","Rebus kentang dengan garam sampai lunak, angkat. | Campur semua bahan dressing sampai rata. | Campurkan kentang dengan merica bubuk, mayones, air lemon, aduk rata. Susun daun lettuce di pinggiran, taruh kentang, siram dengan dressing, beri telur dan daging asap. Taburi daun bawang jika suka."
"Resep Telur Orak-arik Caisim, Masak Sehat Cuma 10 Menit",17-April-2024,resep_makanan,"Resep dari Sajian Sedap ini mudah dibuat dan sederhana, tidak sampai 10 menit. Resep ini cocok jadi ide menu anak kos atau bekal kerja praktis.","https://asset.kompas.com/crops/2G1YJcoADhoJMT3e6QGDARt735Q=/76x57:634x429/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/17/661faf6318522.jpg",https://www.kompas.com/food/read/2024/04/17/183700475/resep-telur-orak-arik-caisim-masak-sehat-cuma-10-menit-,"3 butir telur dikocok lepas | 5 tangkai caisim, diiris kasar | 3 siung bawang putih, dicincang kasar | 4 butir bawang merah, dicincang kasar | 1 cm jahe dicincang halus | 2 buah cabai rawit merah, diiris serong | 1/2 sendok teh garam | 1/4 sendok teh merica hitam bubuk | 1/4 sendok teh gula pasir | 1/2 sendok teh ebi diseduh, disangrai, dihaluskan | 1 batang daun bawang, diiris halus | 2 sendok makan minyak untuk menumis | Artikel Kompas.id","Tumis bawang putih, bawang merah, dan jahe sampai harum. Masukkan cabai rawit iris. Aduk rata. | Sisihkan di pinggir wajan. Tambahkan telur. Aduk sampai berbutir kasar. | Masukkan caisim. Aduk sampai setengah layu. Bubuhi garam, merica hitam bubuk, gula pasir, dan ebi. Masak sampai matang. Tambahkan daun bawang. Aduk rata."
"Resep Tumis Tahu Pete, Ide Makan Murah dan Enak Tengah Bulan",17-April-2024,resep_makanan,"Bikin tumis tahu pete yang masaknya mudah, hanya perlu menggunakan bumbu iris dan ditumis.","https://asset.kompas.com/crops/1zAXR_84XTlKTGs8P2BRGzg4vjM=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/17/661fa3bcc0a4f.jpg",https://www.kompas.com/food/read/2024/04/17/173109475/resep-tumis-tahu-pete-ide-makan-murah-dan-enaktengah-bulan,"1 buah tahu cina , potong kotak, goreng berkulit | 2 papan pete, iris tipis | 1 buah tomat, potong-potong | 2 lembar daun salam | 2 cm lengkuas, memarkan | Setengah sendok teh terasi | 2 sendok makan kecap manis | Tiga perempat sendok teh garam | 300 ml air | Bumbu iris: | Artikel Kompas.id | 5 butir bawang merah | 3 siung bawang putih | 5 buah cabai merah besar","Tumis bumbu iris, daun salam, lengkuas, dan terasi sampai harum. Masukkan pete dan tomat. Aduk hingga setengah layu. | Masukkan tahu. Aduk rata. Bubuhi kecap manis dan garam. Aduk rata | Tuang air. Masak sampai matang dan meresap."
"Cara Membuat Tahu Telur Goreng, Resep Makanan Simpel",17-April-2024,resep_makanan,"Bahan-bahan utamanya hanya tahu, telur, dan daun bawang. Kamu bisa menambah taburan kacang dan mentimun sebagai pelengkap.","https://asset.kompas.com/crops/00NCw4A5lG_CrEWMYdVj1GCnZnA=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/17/661f5e6b326dd.jpg",https://www.kompas.com/food/read/2024/04/17/124129375/cara-membuat-tahu-telur-goreng-resep-makanan-simpel,"100 gr tahu putih (tiriskan airnya semalaman, potong dadu) | 3 butir telur (kocok lepas) | 25 gr kacang tanah (cincang kasar) | 1 batang daun bawang (iris halus) | 1 buah mentimun (serut panjang) | 1/2 sdt kecap manis","Masukkan telur, daun bawang, dan tahu ke dalam mangkuk, aduk merata. | Goreng campuran tersebut ke minyak panas. Jika menggunakan cetakan ring, letakkan cetakan tersebut ke minyak panas, lalu tuang campuran tahu ke dalam cetakan, tunggu sampai campuran terlepas dari cetakan, masak sampai matang, angkat dari kompor. | Sajikan tahu goreng telur dengan mentimun, kecap manis, dan kacang tanah."
"Resep Kangkung Bumbu Kemiri Pedas, Hidangan Tanpa Santan usai Lebaran",14-April-2024,resep_makanan,"Maka dari itu imbangi asupan dengan mengonsumsi sayuran yang lebih ringan, seperti halnya sayur kangkung.","https://asset.kompas.com/crops/lAS-suq9K-Y2lxBof6yAXvFLpDg=/0x40:1000x706/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/03/24/65ff84c64fcca.jpeg",https://www.kompas.com/food/read/2024/04/14/183029475/resep-kangkung-bumbu-kemiri-pedas-hidangan-tanpa-santan-usai-lebaran,"5 butir kemiri (goreng dan sangrai) | 2 buah cabai merah besar | 7 buah cabai rawit merah | 5 butir bawang merah | 3 siung bawang putih | Resep Lele Bakar Bumbu Padang, Pedas Gurihnya Nendang | Artikel Kompas.id","Panaskan minyak goreng lalu tumis bumbu halus dan daun jeruk hingga harum dan bau langu hilang. | Masukkan kangkung dan masak sembari diaduk hingga bumbu meresap dan kangkung layu. Koreksi rasa dengan tambahan garam, merica, dan gula pasir, lalu sajikan segera."
"Resep Urap Sayur, Makanan Sehat untuk Kumpul Keluarga",14-April-2024,resep_makanan,Coba buat urap sayur yang dilengkapi berbagai sayur rebus lengkap dengan parutan kelapa bumbu.,"https://asset.kompas.com/crops/c7TzGB0Mlw1qzKO8fdooy-fPad4=/63x8:963x608/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/11/06/5fa50166a7ebe.jpg",https://www.kompas.com/food/read/2024/04/14/141600875/resep-urap-sayur-makanan-sehat-untuk-kumpul-keluarga,"8 lonjor kacang panjang, potong 2 cm | 150 gram kol, iris kasar | 100 gram taoge | 1 ikat kecil bayam, siangi | 100 gram wortel, iris korek api | Artikel Kompas.id | 300 gram kelapa parut kasar | 6 buah cabai merah keriting | 3 siung bawang putih | 3 cm kencur | 6 lembar daun jeruk, buang tulangnya | Setengah sendok teh garam | 2 sendok teh gula merah sisir",Rebus masing-masing sayuran di dalam 1.000 ml air dan satu sendok teh garam. Angkat dan tiriskan. | Bikin kelapa bumbu.A aduk rata kelapa parut dan bumbu halus. Kukus di dalam kukusan yang sudah dipanaskan 25 menit sampai matang. Angkat. | Susun sayuran taburkan kelapa bumbu dengan sayuran.
"Resep Sayur Kuah Bening Bayam Merah, Makanan Sehat Tinggal Cemplung",14-April-2024,resep_makanan,"Sayur bayam kuah bening bisa jadi pilihan untuk menu makan keluarga, mengingat bayam termasuk sayur yang disukai banyak anak-anak.","https://asset.kompas.com/crops/Iqmc2kQQk8zxIRam0c_5ovbT_Rw=/38x23:652x432/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/14/661b3c9772a63.jpg",https://www.kompas.com/food/read/2024/04/14/093200875/resep-sayur-kuah-bening-bayam-merah-makanan-sehat-tinggal-cemplung,"2 ikat bayam merah, siangi | 10 butir telur puyuh rebus | 100 gram jagung putren, potong serong | 1 buah tomat, potong-potong | 3 cm temu kunci | 3 butir bawang merah, iris tipis | 1 siung bawang putih, iris tipis | 2 sendok teh garam | 1/2 sendok teh gula pasir | 1/4 sendok teh merica bubuk | 1.000 ml air | 1 sendok makan minyak, untuk menumis | Artikel Kompas.id","Tumis bawang merah dan bawang putih sampai harum. | Tuangkan air. Masukkan putren dan telur puyuh. Masak sampai air mendidih. | Masukkan temu kunci dan tomat. Aduk rata. Masak hingga layu. | Masukkan bayam. Bubuhi garam, gula pasir, dan merica bubuk. Masak hingga mendidih dan bayam layu."
Resep Makanan Rendah Kolesterol: Ayam Panggang Kecap,13-April-2024,resep_makanan,"Demi menghindari peningkatan kadar kolesterol dalam darah, sebaiknya gunakan jenis minyak tidak jenuh, seperti minyak kanola atau minyak zaitun.","https://asset.kompas.com/crops/L-7Rz_2QFfkns8o7AxMeJuV5geQ=/32x0:1000x645/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/13/6619e9fae1aaa.jpg",https://www.kompas.com/food/read/2024/04/13/173100975/resep-makanan-rendah-kolesterol--ayam-panggang-kecap,"5 buah paha ayam tanpa kulit (masing-masing 100 gram) | 2 sdm minyak tidak jenuh untuk menumis | 250 ml air | 1 batang serai, memarkan | 3 lembar daun jeruk | 2 sdm kecap manis | 1 sdm kecap ikan | Artikel Kompas.id | 3 sdm bawang merah, iris | 1 sdm bawang putih, iris | 3 buah cabai merah | 1/2 sdt merica","Balur paha ayam dengan kecap ikan, diamkan selama 10 menit sampai meresap | Panaskan minyak, tumis bumbu yang telah dihaluskan bersama serai dan daun jeruk, aduk, masukkan paha ayam, tuang air, aduk. Beri kecap manis, aduk rata, masak sampai air keringm angkat | Ambil loyang, alasi dengan daun pisang, atur paha ayam di atasnya. Panggang di oven sampai kering. Angkat, hidangkan"
"Resep Brownies Panggang dengan Es Krim, Camilan Keluarga",13-April-2024,resep_makanan,Camilan seperti brownies panggang bisa jadi pilihan untuk suguhan tamu keluarga besar.,"https://asset.kompas.com/crops/4eiu7zmTAia0f0QyQzTTbaKF8mA=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/13/661a3568da898.jpg",https://www.kompas.com/food/read/2024/04/13/162500375/resep-brownies-panggang-dengan-es-krim-camilan-keluarga-,"100 gram margarin | 200 gram dark cooking chocolate, potong-potong | 2 butir telur | 100 gram gula pasir | 30 gram tepung terigu protein sedang | 25 gram cokelat bubuk | 10 gram susu bubuk | 1/4 sendok teh baking powder | Artikel Kompas.id | 8 sekup es krim vanila | 8 sendok teh karamel sauce, untuk hiasan | 25 gram almon slice, sangrai untuk taburan","Panaskan margarin. Matikan api. Tambahkan potongan dark cooking chocolate. Aduk sampai larut. Sisihkan dan biarkan mengental. | Kocok telur dan gula pasir dua menit sampai rata. | Masukkan campuran margarin sedikit-sedikit sambil dikocok rata. | Tambahkan tepung terigu, cokelat bubuk, susu bubuk, dan baking powder sambil diayak dan dikocok perlahan. | Tuang di loyang 20x20x3 cm yang dioles margarin dan dialas kertas roti. | Oven dengan api bawah suhu 180 derajat Celsius 20 menit sampai matang. Dinginkan. | Potong-potong kotak 4x4cm. Beri satu skup es krim, coretan karamel sauce, dan taburan almon."
"Resep Plecing Kangkung 5 Bahan, Sederhana dan Sehat",12-April-2024,resep_makanan,"Coba masak plecing kangkung, makanan khas Lombok dan Bali. Bahannya sederhana hanya terdiri dari lima bahan. Sebisa mungkin pilih kangkung berukuran besar dan segar di pasar agar rasanya lebih nikmat.","https://asset.kompas.com/crops/anhIcxIPvLQ0CFlaJ71uniqLc80=/0x67:1000x733/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/12/6618ce41cacb6.jpg",https://www.kompas.com/food/read/2024/04/12/153100975/resep-plecing-kangkung-5-bahan-sederhana-dan-sehat-,"200 gr kangkung, cuci, rebus, dan tiriskan | 200 gr taoge, seduh sebentar, tiriskan | 100 gr kacang tanah goreng | 100 gr kelapa setengah tua, parut | 1 buah jeruk limau | Artikel Kompas.id | 2 sdm cabai rawit merah iris | 1 sdm terasi | 1 sdt garam | 100 gr tomat segar merah, iris","Campur bumbu halus dengan kelapa parut dan air jeruk limau. Aduk rata. Sisihkan. | Siapkan piring saji, susun kangkung dan taoge, siram kalapa berbumbu di atasnya, taburi kacang goreng. Siap dinikmati."
