id,type,judul,tanggal,kategori,deskripsi,url_gambar,url_link,bahan,langkah
47,resep_minuman,"Cara Bikin Es Susu Jelly Kekinian, Bahan Mudah dan Murah",4-Juni-2024,resep_minuman,"Perpaduan jelly kenyal, susu yang creamy, dan rasa manis yang pas, menghadirkan sensasi rasa yang istimewa dan digemari banyak orang. Resep minuman kekinian berbahan utama jelly cokelat dan susu ini bisa kamu coba buat di rumah.","https://asset.kompas.com/crops/ons4zFOIqIT27mYPp279i6Hwifw=/0x0:750x500/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/06/04/665ea3e052259.jpeg",https://www.kompas.com/food/read/2024/06/04/130700375/cara-bikin-es-susu-jelly-kekinian-bahan-mudah-dan-murah,250 gram susu kental manis | 100 gram mochacinno siap pakai | 500 gram es batu | 1200 ml air matang,"Aduk bahan puding jelly, masak sambil diaduk hingga meletup-letup. Tuang ke dalam loyang, bekukan. | Serut panjang jelly yang sudah beku, sisihkan. Blender bahan es susu hingga lembut. | Sendokkan jelly serut ke dalam gelas, tambahkan es susu yang sudah diblender. Hidangkan minuman kekinian yang satu ini."
48,resep_minuman,"Resep Minuman Olahraga Segar, Dominan Asam dan Rendah Gula",30-Mei-2024,resep_minuman,"Minuman olahraga ini tak hanya segar, melainkan rendah gula karena hanya mengandalkan manis dari madu yang bisa disesuaikan jumlahnya.","https://asset.kompas.com/crops/3mk5w7f6NzlAdR_AU2aVyzDOymA=/103x66:897x596/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/30/665776d19e511.jpg",https://www.kompas.com/food/read/2024/05/30/114213475/resep-minuman-olahraga-segar-dominan-asam-dan-rendah-gula,"8 gelas atau 1,9 liter air dingin (dibagi) | 3 sdm madu | ½ sdt garam merah muda himalaya butiran halus | ¾ sdt bubuk kalsium magnesium (opsional) | Sejumput cabai rawit | 180 ml jus jeruk segar (saring) | 2 buah lemon ukuran sedang (peras jusnya) | 2 buah jeruk nipis ukuran sedang (peras)","Tuang satu gelas air ke dalam panci besar. Tambahkan madu, garam, bubuk kalsium magnesium, dan cabai rawit. | Letakkan panci di atas api kecil dan aduk sampai bahan larut. Angkat dari api dan biarkan kembali ke suhu ruangan. | Tambahkan jus lemon dan jeruk ke dalam campuran minuman yang suhunya sudah menurun. | Tuang sisa tujuh gelas air dan aduk hingga tercampur rata."
49,resep_minuman,"Resep Kopi Rempah Hangat, Minum Usai Beraktivitas Seharian",29-Mei-2024,resep_minuman,"Rempah yang digunakan cukup beragam. Mulai dari lada hitam dan putih, kayu manis, cengkoh, hingga pekak.","https://asset.kompas.com/crops/ZFjxELI5e8mblZvwqkTJCgpGUcw=/111x65:889x584/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/29/6656a0d164bac.jpg",https://www.kompas.com/food/read/2024/05/29/123905575/resep-kopi-rempah-hangat-minum-usai-beraktivitas-seharian,2 sdm bubuk kopi | 600 ml air | 1 sdt lada putih | 1 sdt lada hitam | 2 batang serai | 4 butir cengkih | 4 cm kayu manis | 2 butir kapulaga | 2 butir pekak | 100 ml susu cair | 30 gr gula batu,"Memarkan batang serai. Masak air, tambahkan semua bahan, kecuali gula batu dan susu cair. Masak hingga mendidih, angkat, dan saring. | Sediakan cangkir, tuang kopi rempah. | Tambahkan gula batu dan susu cair, lalu aduk hingga gula larut dan nikmati selagi hangat."
50,resep_minuman,"Resep Es Kopi Chocolata Frost, Pakai Kopi Bubuk Instan",15-Mei-2024,resep_minuman,"Bahan-bahan yang diperlukan, antara lain kopi bubuk instan, sirup cokelat, gula aren, cokelat bubuk, dan krim cair kocok.","https://asset.kompas.com/crops/NRFf2Q2Er_TOydejdfN7wH1BOlI=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/04/20/5e9db1aab8066.jpg",https://www.kompas.com/food/read/2024/05/15/193500975/resep-es-kopi-chocolata-frost-pakai-kopi-bubuk-instan,3 sdm bubuk kopi instan | 300 ml air panas | 1 sdm gula aren | Sirup cokelat secukupnya | 1 sdm cokelat bubuk | 4 sdm krim cair kocok,"Seduh kopi bubuk dengan air panas, lalu tambahkan cokelat bubuk, gula aren, dan sirup cokelat. Aduk rata, dinginkan di dalam freezer sampai setengah keras, kurang lebih selama empat jam. | Keluarkan dari freezer dan blender sampai halus. Tuang ke dalam gelas, hias dengan krim kocok. Hidangkan."
51,resep_minuman,"Resep Teh Telur Mint, Minuman untuk Redakan Sakit Tenggorokan",14-Mei-2024,resep_minuman,"Kamu bisa mengonsumsi minuman hangat. Salah satunya, teh telur mint. Sama seperti membuat teh hangat biasa, hanya saja, ada tambahan kuning telur dan daun mint dalam gelas.","https://asset.kompas.com/crops/buNqAHcoiLE2V8Xvx1EvWQ0ylO4=/39x73:913x656/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/04/25/5ea43c0d23ac7.jpg",https://www.kompas.com/food/read/2024/05/14/113100575/resep-teh-telur-mint-minuman-untuk-redakan-sakit-tenggorokan,"2 butir telur ayam kampung, pisah putih dan kuningnya | 2 sdm teh kering | 500 ml air | 2 sdm daun mint | 1 sdm gula pasir","Rebus air hingga mendidih. Masukkan teh dan daun mint, didihkan lagi sejenak. Angkat dan saring. | Siapkan dua buah gelas, isi dengan masing-masing satu kuning telur, lalu kocok dengan garpu. | Masukkan gula ke dalam kocokan kuning telur bersama teh mint yang sudah disaring. Aduk agar gula merata. | Hidangkan panas-panas."
52,resep_minuman,"Resep Es Kopi Thailand 5 Bahan, Praktis Tinggal Campur Semua Bahan",12-Mei-2024,resep_minuman,"Hanya saja, es kopi thailand beraroma rempah karena tambahan kapulaga yang jarang ditemukan dalam es kopi lainnya.","https://asset.kompas.com/crops/0QlL_anL4d14klX-2HqhELjX4Bc=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/12/66401983efdb5.jpg",https://www.kompas.com/food/read/2024/05/12/153100675/resep-es-kopi-thailand-5-bahan-praktis-tinggal-campur-semua-bahan,115 ml susu | 2 gelas espreso | 1/8 sdt kapulaga | 2 sdm kental manis | Es batu secukupnya,"Isi gelas kopi dengan es secukupnya. Tuang susu. Tambahkan kapulaga dan espreso, aduk hingga tercampur rata. | Tambahkan kental manis sebagai topping. Sajikan dan aduk sebelum diminum."
53,resep_minuman,"Resep Bajigur Khas Sunda, Ide Minuman Hangat dari Kopi dan Santan",7-Mei-2024,resep_minuman,Bajigur cocok diminum saat musim hujan. Rasanya manis dan sedikit gurih sehingga pas untuk menghangatkan tubuh sekaligus mengisi tenaga.,"https://asset.kompas.com/crops/gGJi6jqW7VIQGAG387Pshuy7Quw=/0x20:780x540/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/03/28/5e7eb7de29c7a.jpg",https://www.kompas.com/food/read/2024/05/07/083600175/resep-bajigur-khas-sunda-ide-minuman-hangat-dari-kopi-dan-santan,2 sdm kopi bubuk siap pakai | 200 gr gula merah sisir | 1 liter santan dari 1 butir kelapa | 100 gr kolang-kaling (iris) | 3 lembar daun pandan (simpulkan),"Masukkan kopi bubuk, gula merah, santan, dan daun pandan ke panci ukuran sedang. | Rebus menggunakan api sedang sembari diaduk sampai mendidih. Angkat dari kompor, saring. | Rebus kembali campuran yang sudah disaring. Tambahkan kolang-kaling, masak sampai matang dan mendidih. Angkat dari kompor, sajikan segera selagi hangat."
54,resep_minuman,"Resep Wedang Uwuh, Ide Minuman Penghangat Tubuh",7-Mei-2024,resep_minuman,"Bahan-bahan yang diperlukan untuk membuat minuman ini, antara lain daun cengkih, kayu secang, jahe merah, dan kayu manis. Kamu hanya perlu menyeduh bahan-bahannya dengan air mendidih.","https://asset.kompas.com/crops/izvLbT7xEkO-SjMR0CRTb70JHLM=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/03/25/5e7b041541317.jpg",https://www.kompas.com/food/read/2024/05/07/073900275/resep-wedang-uwuh-ide-minuman-penghangat-tubuh,150 gr gula batu | 5 lembar daun cengkeh | 5 helai kayu secang | 5 iris atau sekitar 20 gr jahe merah segar (memarkan) | 5 lembar daun kayu manis | 800 ml air,"Rebus air hingga mendidih. | Siapkan cangkir atau gelas tahan panas. Masukkan 1/5 bagian dari bahan ke dalam cangkir atau gelas tersebut. | Tuangi air mendidih ke masing-masing cangkir atau gelas, diamkan sekitar lima atau 10 menit sampai beraroma. Sajikan segera selagi hangat."
55,resep_minuman,"Resep Teh Jahe Rempah, Minuman Wedang Sehat untuk Musim Pancaroba",5-Mei-2024,resep_minuman,Salah satu resep wedangan yang mudah dibuat ada teh jahe rempah. Resep dari Sajian Sedap ini tergolong mudah dibuat karena hanya perlu cemplung dan rebus semua bahan jadi satu.,"https://asset.kompas.com/crops/rYD2w8A9vZUV_XGhc9Z5fqkhZEU=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/05/6636d4404b3e9.jpg",https://www.kompas.com/food/read/2024/05/05/080200475/resep-teh-jahe-rempah-minuman-wedang-sehat-untuk-musim-pancaroba-,"400 gram jahe, bakar, kupas, memarkan | 1.500 ml air | 2 cm kayumanis | 2 butir cengkeh | 2 butir kapulaga | 2 1/2 sendok makan gula pasir | 1 sendok makan madu | 2 kantung teh","Campur air, kayumanis, cengkeh, kapulaga, jahe, dan gula pasir. Masak sambil diaduk di atas api kecil hingga harum. Saring. | Celupkan teh. Aduk hingga berubah warna. Sisihkan kantung teh. Tuangkan madu, aduk rata."
56,resep_minuman,"Resep Es Teh Sereh Jahe, Minuman Segar untuk Cuaca Panas",2-Mei-2024,resep_minuman,"Es teh segar ini cocok dibuat dan disajikan ketika cuaca panas, seperti yang terjadi di Indonesia belakangan ini.","https://asset.kompas.com/crops/an15sxhT0geaI2H_jtogwot1s9Q=/0x27:1000x693/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/05/02/66328e8d99855.jpg",https://www.kompas.com/food/read/2024/05/02/111227075/resep-es-teh-sereh-jahe-minuman-segar-untuk-cuaca-panas,"4 batang serai bagian putih (memarkan, iris-iris) | 10 cm jahe (bakar, kupas, memarkan) | 1 liter air | 4 kantong teh celup warna merah | 150 gr gula pasir | Es batu secukupnya | Permen jahe siap pakai | Jeruk nipis (iris) | Daun mint","Masukkan serai dan jahe ke dalam panci, tuang air. Masak di atas api sedang hingga mendidih. Angkat. | Masukkan kantong teh ke dalam panci. Diamkan selama lima menit, buang kantong tehnya. Tambahkan gula pasir ke dalam teh panas, aduk. Sisihkan hingga dingin, lalu masukkan ke dalam kulkas. | Keluarkan air teh dari kulkas, saring, buang ampasnya. | Siapkan gelas, isi dengan es batu. Tuang teh dingin ke dalamnya. Berikan hiasan. | Buat hiasan dengan menusuk permen jahe, jeruk nipis, dan daun mint menggunakan tusuk sate."
57,resep_minuman,"Resep Es Kelapa Sirup Markisa, Minuman Segar Mudah Dibuat untuk Tamu",13-April-2024,resep_minuman,"Resep es kelapa sirup markisa selain jadi pilihan minuman segar untuk cuaca panas, juga bisa jadi suguhan tamu saat hari raya seperti Lebaran.","https://asset.kompas.com/crops/cP-PrUCTWgisG0sQTDcNZteoKfM=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/13/661a17e1c95a0.jpeg",https://www.kompas.com/food/read/2024/04/13/141600575/resep-es-kelapa-sirup-markisa-minuman-segar-mudah-dibuat-untuk-tamu,"200 gram kelapa muda, dikeruk lebar | Setengah sendok makan selasih, direndam, ditiriskan | 1.100 ml air kelapa muda | 100 ml sirop markisa | 400 gram es batu",Aduk semua bahan dalam mangkuk atau kendi kaca (jug) jadi satu.
58,resep_minuman,"Resep Teh Hijau Madu Hangat, Minuman untuk Turunkan Darah Tinggi",12-April-2024,resep_minuman,"Dikutip dari Eating Well, mengonsumsi teh hijau setiap hari juga dapat membantu mengurangi kadar gula darah dan menyehatkan jantung.","https://asset.kompas.com/crops/0XyRYIr-27hUTJnyUXfTMZYkT4I=/0x21:939x647/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/12/66189acfac5d3.jpg",https://www.kompas.com/food/read/2024/04/12/173100775/resep-teh-hijau-madu-hangat-minuman-untuk-turunkan-darah-tinggi,"1 potong kulit lemon, potong tipis-tipis | 2 sdt air mendidih | 2 sdt bubuk teh hijau | 180 ml air panas | 120 ml jus jeruk | 3 sdm makan jus lemon segar | 1 sdt madu","Masukkan kulit lemon ke dalam cangkir atau mug besar. Tutupi dengan dua sendok teh air mendidih dan biarkan terendam selama sekitar tiga menit. | Masukkan bubuk teh hijau dan air panas. Tambahkan jus jeruk, jus lemon, dan madu. Aduk rata dan sajikan."
59,resep_minuman,"Resep Qamar Al-Din, Minuman Buah Segar untuk Lebaran",11-April-2024,resep_minuman,"Dilansir dari The Kitchn, Kamis (11/4/2024), Qamar Al-Din termasuk minuman yang populer saat bulan Ramadan di Timur Tengah dan Afrika Utara, khususnya di Mesir dan Suriah.","https://asset.kompas.com/crops/35lkCJWmJy5tede14g1XNRT18-s=/0x252:4624x3334/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/11/661792b6a4780.jpg",https://www.kompas.com/food/read/2024/04/11/150124475/resep-qamar-al-din-minuman-buah-segar-untuk-lebaran,80 gr buah persik | 120 ml jus jeruk (tambah jika lebih dari satu gelas) | 30 ml sirup mint,"Campurkan buah persik, jus jeruk, dan sirup mint. | Blender campuran tersebut hingga halus, lalu tuang ke gelas. Hidangkan."
60,resep_minuman,"Resep Great Palm Date, Minuman dari Kurma dan Susu yang Creamy",11-April-2024,resep_minuman,Adapun sirup kurma di resep ini bisa diganti dengan sari kurma. Konsistensinya pun berbeda lantaran biasanya sari kurma lebih kental dibandingkan sirup kurma.,"https://asset.kompas.com/crops/m_uOEiwGHcEGDfkBMFqzNNEohtk=/0x266:4624x3349/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/11/661781ebc4a31.jpg",https://www.kompas.com/food/read/2024/04/11/135630575/resep-great-palm-date-minuman-dari-kurma-dan-susu-yang-creamy,8 buah kurma (potong) | 120 ml susu cair | 30 ml sirup kurma | 30 ml sirup hazelnut | Es batu secukupnya,"Campurkan kurma, susu cair, sirup kurma, sirup hazelnut, dan es batu. | Blender campuran tersebut hingga teksturnya creamy. Tuang ke gelas. | Tambahkan sisa buah kurma yang belum hancur diblender sebagai topping (pugasan), sekaligus untuk menambah tekstur. Hidangkan."
61,resep_minuman,"Resep Jus Apel Jeruk Nipis, Bantu Turunkan Kolesterol Usai Lebaran",11-April-2024,resep_minuman,"Beberapa makanan tersebut mengandung lemak jenuh pemicu kolesterol. Low-density lipoprotein (LDL) atau lemak jahat, sebaiknya dikurangi oleh pengidap kolesterol tinggi.","https://asset.kompas.com/crops/vs4QVnKwH8T_cCe5cOH8LZc_Kpg=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/04/24/6445dd642cfab.jpeg",https://www.kompas.com/food/read/2024/04/11/114700175/resep-jus-apel-jeruk-nipis-bantu-turunkan-kolesterol-usai-lebaran,1 buah apel | 1 buah jeruk nipis | 1/2 sdm madu | 1/4 gelas es serut,Cuci apel hingga bersih. Potong menjadi beberapa bagian dan buang biji apel. | Iris jeruk nipis. Peras jeruk nipis menggunakan saringan. | Masukkan semua bahan ke dalam blender. Blender semua bahan hingga halus. | Segera sajikan dan minum jus apel jeruk nipis sebanyak dua hingga tiga kali sehari.
62,resep_minuman,"Resep Es Jahe Segar, Minuman Lebaran untuk Legakan Tenggorokan",11-April-2024,resep_minuman,Es jahe segar bisa menjadi pilihannya. Rasanya menghangatkan sekaligus menyegarkan tubuh.,"https://asset.kompas.com/crops/XGC6cZ2qjR67UxJc6D1vuar4QUk=/32x0:1000x645/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/11/6617437a9a813.jpg",https://www.kompas.com/food/read/2024/04/11/093431275/resep-es-jahe-segar-minuman-lebaran-untuk-legakan-tenggorokan,"600 ml air | 200 gr jahe merah (kupas, cuci bersih, iris tipis) | 225 gr gula pasir | Es batu secukupnya | 200 ml air jeruk lemon campur jeruk manis","Rebus air, jahe, merah, dan gula pasir. Masak di atas api kecil hingga sari jahe keluar dan gula larut. Angkat, saring, biarkan dingin. | Taruh es batu dalam gelas saji, tuangkan sirup jahe, tambahkan air jeruk. Aduk rata. Sajikan dingin."
63,resep_minuman,"Resep Es Buah Jeli Segar, Suguhan Tamu Lebaran Dalam Jumlah Banyak",11-April-2024,resep_minuman,"Khususnya setelah makan ketupat atau makanan berlemak lainnya, minuman manis ini terasa lebih menyegarkan.","https://asset.kompas.com/crops/W7lLCRoki6DDuNw9ynjue0zMaGQ=/55x28:935x615/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/10/6616bbe543b00.jpg",https://www.kompas.com/food/read/2024/04/11/080500275/resep-es-buah-jeli-segar-suguhan-tamu-lebaran-dalam-jumlah-banyak,"1 bungkuas agar atau jeli warna merah, masak, dan dinginkan | 150 gr nata de coco | 200 gr nangka | Melon secukupnya | Stroberi secukupnya | Lengkeng, rambutan, atau leci secukupnya | Es batu secukupnya | 500 gr gula pasir | 700 ml air | Seperempat sdt garam | Seperdelapan esens pandan | 500 ml santan | 2 lembar daun pandan | Setengah sdt garam","Rebus bahan sirup sampai mendidih, saring dan dinginkan | Rebus bahan kuah sampai mendidih, dinginkan. | Sendokkan semua bahan ke dalam mangkuk, campur dengan sirup dan kuah."
64,resep_minuman,"Resep Teh Jahe Sereh, Minuman Hangat Simpel untuk Sore Hari",10-April-2024,resep_minuman,"Bahan-bahannya terbilang mudah, antara lain jahe, daun pandan, serai, gula pasir, dan teh celup. Jika ingin ditambah hiasan, bisa juga pakai krim kocok secukupnya.","https://asset.kompas.com/crops/STddmupb2b7vdBsVFtWyoh0o0RM=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/10/66163e2d586a4.jpg",https://www.kompas.com/food/read/2024/04/10/144200875/resep-teh-jahe-sereh-minuman-hangat-simpel-untuk-sore-hari,"1 liter air | 200 gr jahe (kupas, memarkan) | 2 lembar daun pandan (simpulkan) | 2 batang serai (memarkan) | 5 sachet teh celup atau 8 sdm daun teh | Gula pasir atau kental manis secukupnya","Campurkan air, jahe, daun pandan, dan serai ke dalam panci, didihkan. Masak sampai air harum. | Tambahkan teh sachet atau daun teh sampai air berwarna gelap. Masukkan gula pasir atau kental manis secukupnya, aduk. Angkat dari kompor. | Tuang teh jahe ke gelas. Hidangkan selagi hangat."
65,resep_minuman,"Resep Es Mangga Jeruk Nipis, Segar untuk Buka Puasa atau Lebaran",3-April-2024,resep_minuman,Simak resep es mangga jeruk nipis dari Sajian Sedap ini yang menggunakan soda untuk memberi sensasi rasa lebih kuat dan segar.,"https://asset.kompas.com/crops/mdBMxJ0QpQ8hx3TKqdSlFO2N0iI=/3x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/04/03/660d20aee49a2.jpg",https://www.kompas.com/food/read/2024/04/03/163414975/resep-es-mangga-jeruk-nipis-segar-untuk-buka-puasa-atau-lebaran,"2 buah mangga, diambil dagingnya | 150 gram gula pasir | 6 buah jeruk nipis, diperas ambil airnya | 250 ml air | 1 kaleng minuman bersoda manis | 1 sendok teh selasih, direndam | 400 gram es batu","Blender mangga, gula, air jeruk nipis, dan air sampai lembut. | Tuang di dalam gelas saji. Tambahkan soda tawar, selasih, dan es batu."
66,resep_minuman,"Resep Es Doger Khas Betawi, Minuman Segar untuk Buka Puasa",26-Maret-2024,resep_minuman,"Es doger dibuat dengan santan, tapai, ketan hitam, pacar cina, sirop merah, susu kental manis dan kelapa muda parut.","https://asset.kompas.com/crops/b7kA3QXoV0b_LNVDWrrUCtO4-Lc=/47x50:927x637/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/03/26/642037c18d6af.jpg",https://www.kompas.com/food/read/2024/03/26/170100875/resep-es-doger-khas-betawi-minuman-segar-untuk-buka-puasa,100 gr gula pasir | 75 ml santan kental | 150 gr kelapa muda parut | Seperempat sdt garam | 500 gr es serut | 50 gr tapai singkong | 50 gr ketan hitam yang sudah diaroni dan dikukus | 50 gr pacar cina matang | Sirop merah secukupnya | Susu kental manis secukupnya,"Masak gula pasir bersama santan, kelapa muda dan sedikit garam lalu angkat dan diamkan hingga dingin. | Tuang campuran gula dan es serut lalu aduk rata dan masukkan ke dalam freezer sampai membeku. | Sesekali aduk supaya es tidak menggumpal. | Siapkan gelas lalu masukkan tapai, ketan hitam dan pacar cina ke dalam gelas. | Tambahkan es doger lalu beri sirop dan susu kental manis. Es doger siap disajikan."
67,resep_minuman,"Resep Es Kolang-kaling Nanas, Takjil Segar Mudah Dibuat",24-Maret-2024,resep_minuman,KOMPAS. com - Butuh rekomendasi takjil segar mudah dibuat untuk buka puasa di rumah? Olahan kolang-kaling mungkin bisa jadi salah satu opsi.,"https://asset.kompas.com/crops/y_7G3N4KS8fyil4US23gNx6_HKY=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/04/27/5ea6e0c3de87e.jpg",https://www.kompas.com/food/read/2024/03/24/172800375/resep-es-kolang-kaling-nanas-takjil-segar-mudah-dibuat,200 gram kolang-kaling (potong 2) | 100 gram gula pasir | 200 mililiter air bersih | 2 lembar daun pandan (ikat) | 3 tetes pewarna makanan warna merah | 200 gram nanas segar (potong-potong) | Es batu secukupnya,"Rebus kolang kaling dengan air, gula pasir, dan daun pandan menggunakan api sedang hingga mendidih dan kolang kaling empuk. | Tambahkan pewarna makanan dan aduk hingga tercampur rata. Sisihkan kolang kaling dan biarkan dingin. | Siapkan gelas saji lalu masukkan kolang kaling, potongan nanas, dan es batu ke dalam gelas, kemudian sajikan segera."
68,resep_minuman,"Resep Es Jeruk Buah Potong, Takjil Minuman Dingin Segar",24-Maret-2024,resep_minuman,"Kamu bisa menambahkan buah potong atau kerok, seperti semangka, melin, dan nata de coco. Simak resep es jeruk buah potong dari Sajian Sedap.","https://asset.kompas.com/crops/6PXoQU8WNbVQ8eXROzThfV4tOm8=/3x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/03/24/65ffebf053f0f.jpg",https://www.kompas.com/food/read/2024/03/24/170100975/resep-es-jeruk-buah-potong-takjil-minuman-dingin-segar-,"500 ml air jeruk manis segar | 1 sendok makan air jeruk lemon | 1 kaleng leci kalengan, tiriskan | 300 gram melon, kerok bulat | 2 buah markisa, ambil isinya | 200 gram semangka, kerok bulat | 100 gram nata decoco | 600 gram es serut | Bahan air gula: | 100 gram gula pasir | 75 ml air","Rebus air dan gula sampai gula larut. Angkat. Dinginkan. | Dalam satu wadah, aduk rata air jeruk manis, air lemon, dan sirop. | Tata leci, melon, markisa, semangka, dan nata decoco di gelas saji. Tuang air jeruk dan air gula. Tambahkan es serut."
69,resep_minuman,"Resep Es Jeruk Nipis Madu, Takjil 6 Bahan untuk Tanggal Tua",18-Maret-2024,resep_minuman,"Buat takjil dengan bahan alami, seperti jeruk nipis yang tinggi vitamin C dan campur dengan madu.","https://asset.kompas.com/crops/UFVLt-eSCgd7JpmRNNR8Gwhzlbs=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/03/18/65f8070f1fc80.jpg",https://www.kompas.com/food/read/2024/03/18/170300675/resep-es-jeruk-nipis-madu-takjil-6-bahan-untuk-tanggal-tua-,1 sdm air jeruk nipis | 2 buah irisan jeruk nipis | 200 ml air soda | 1 sdm madu | 1/8 sdt garam | Es batu secukupnya,"Campurkan air jeruk nipis, garam, dan es batu. | Sesaat sebelum disajikan tuangkan soda, sajikan dengan irisan jeruk nipis."
70,resep_minuman,"Resep Bandrek 6 Bahan Sederhana, Takjil untuk Musim Pancaroba",13-Maret-2024,resep_minuman,"Buat takjil minuman hangat dengan berbagai bahan rempah untuk meningkatkan imunitas tubuh, contohnya bandrek khas Jawa Barat.","https://asset.kompas.com/crops/63wyoUhW534JgC-y0BSxZxRew0k=/139x101:939x634/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/03/13/65f17626485cc.jpg",https://www.kompas.com/food/read/2024/03/13/170300575/resep-bandrek-6-bahan-sederhana-takjil-untuk-musim-pancaroba,"1 liter santan sedang dari 1 butir kelapa | 150 gr gula merah | 150 gr jahe merah, memarkan | Setengah dt garam | 50 gr gula pasir | Setengah sdt butiran merica","Rebus santan dan jahe hingga mendidih dan keluar aroma. | Masukkan merica gula merah, gula pasir, dan garam. Didihkan lagi lalu angkat dan saring."
71,resep_minuman,"Resep Es Selendang Mayang Khas Betawi, Segar Diminum Saat Cuaca Panas",7-Maret-2024,resep_minuman,"Warna minuman ini umumnya mencolok sehingga menarik perhatian. Es selendang mayang terbuat dari tepung hunkwe dan tepung beras, dengan tekstur lembut dan rasa manis gurih.","https://asset.kompas.com/crops/kfurFii9_85yBpoqc4GzSU7RTGA=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/09/12/65006a51f18db.jpeg",https://www.kompas.com/food/read/2024/03/07/143700875/resep-es-selendang-mayang-khas-betawi-segar-diminum-saat-cuaca-panas,130 gr tepung hunkwe | 50 gr tepung beras | 1 sdt ekstrak vanili | 1 sdt garam | 3 lembar daun pandan | 30 ml air daun suji | 800 ml air | 3 tetes pewarna makanan warna merah | Es batu atau es serut | 400 gr gula merah | 75 gr gula pasir | 200 ml air | 1 lembar daun pandan | santan dari satu buah kelapa | 50 ml air | 2 lembar daun pandan | ½ sdt garam,"Siapkan panci lalu masukkan air ke dalamnya, panaskan. Masukkan daun pandan, tepung hunkwe, tepung beras, ekstrak vanili, dan garam. | Aduk adonan hingga meletup-letup, angkat dari kompor, bagi menjadi lima bagian. Satu bagian diberi pewarna merah, satu lagi diberi perwarna dari air daun suji, sedangkan tiga lainnya diberi pewarna putih. | Olesi loyang berukuran 24x12x4 sentimeter (cm) dengan minyak, tuang adonan ke loyang tersebut. Ratakan adonan, biarkan selama 10 menit. | Tuang adonan putih di atasnya. Biarkan kembali selama 10 menit agar adonan putih agak mengeras, kemudian tuang lagi adonan merah di atasnya. Dinginkan. | Saat sudah dingin, potong-potong dengan pola jajaran genjang atau menyerupai pita selebar dua cm. | Saus. Didihkan air, gula merah, gula pasir, dan daun pandan. Aduk sesekali, lalu saring dan dinginkan. | Kuah santan. Panaskan santan, air, daun pandan, dan garam. Aduk hingga mendidih, angkat dari kompor, dinginkan. | Hidangkan selendang mayang dengan disiram saus dan kuah santan. Tambahkan es batu atau es serut."
